Gamma	Asphericity	Radius	Volume	Area	MorseEnergy	NormalityEn	CircularityEn	TotalOPSEnergy	RMSAngleDeficit
3.46884	1.14584e-06	2.271	45.4025	62.0997	-198.69	862.389	0.225008	663.924	0.17482
3.4212	1.16249e-06	2.271	45.4029	62.1	-198.688	874.397	0.226612	675.936	0.174822
3.37421	1.17901e-06	2.27101	45.4034	62.1004	-198.686	886.574	0.228249	688.116	0.174824
3.32787	1.19537e-06	2.27102	45.4038	62.1008	-198.684	898.919	0.229917	700.465	0.174826
3.28216	1.21159e-06	2.27102	45.4042	62.1011	-198.682	911.437	0.231618	712.987	0.174828
3.23709	1.22765e-06	2.27103	45.4047	62.1015	-198.68	924.126	0.23335	725.68	0.17483
3.19263	1.24357e-06	2.27103	45.4051	62.1019	-198.678	936.995	0.235115	738.552	0.174831
3.14878	1.25934e-06	2.27104	45.4056	62.1022	-198.676	950.043	0.236911	751.604	0.174833
3.10553	1.27495e-06	2.27105	45.406	62.1026	-198.674	963.274	0.238739	764.839	0.174835
3.06288	1.2904e-06	2.27105	45.4064	62.103	-198.672	976.686	0.2406	778.255	0.174837
3.02082	1.3057e-06	2.27106	45.4069	62.1033	-198.67	990.285	0.242491	791.857	0.174838
2.97933	1.32085e-06	2.27106	45.4073	62.1037	-198.668	1004.07	0.244415	805.651	0.17484
2.93841	1.33583e-06	2.27107	45.4077	62.1041	-198.666	1018.06	0.246371	819.637	0.174842
2.89805	1.35066e-06	2.27108	45.4082	62.1045	-198.664	1032.23	0.24836	833.819	0.174844
2.85825	1.36532e-06	2.27108	45.4086	62.1048	-198.662	1046.61	0.250379	848.196	0.174845
2.81899	1.37982e-06	2.27109	45.4091	62.1052	-198.66	1061.18	0.252431	862.775	0.174847
2.78028	1.39416e-06	2.2711	45.4095	62.1056	-198.658	1075.96	0.254515	877.554	0.174848
2.74209	1.40834e-06	2.2711	45.4099	62.1059	-198.656	1090.94	0.25663	892.543	0.17485
2.70443	1.42236e-06	2.27111	45.4104	62.1063	-198.654	1106.13	0.258778	907.738	0.174852
2.66729	1.43622e-06	2.27111	45.4108	62.1067	-198.652	1121.53	0.260957	923.143	0.174853
2.63066	1.44991e-06	2.27112	45.4113	62.1071	-198.65	1137.15	0.263168	938.764	0.174855
2.59453	1.46343e-06	2.27113	45.4117	62.1075	-198.648	1152.98	0.265412	954.603	0.174856
2.55889	1.47679e-06	2.27113	45.4122	62.1078	-198.646	1169.04	0.267688	970.665	0.174858
2.52375	1.49e-06	2.27114	45.4126	62.1082	-198.644	1185.32	0.269994	986.946	0.174859
2.48909	1.50303e-06	2.27115	45.4131	62.1086	-198.642	1201.82	0.272333	1003.46	0.174861
2.4549	1.5159e-06	2.27115	45.4135	62.109	-198.64	1218.56	0.274705	1020.2	0.174862
2.42119	1.52861e-06	2.27116	45.414	62.1094	-198.638	1235.53	0.277108	1037.17	0.174864
2.38793	1.54115e-06	2.27117	45.4144	62.1098	-198.636	1252.74	0.279544	1054.38	0.174865
2.35514	1.55353e-06	2.27117	45.4149	62.1102	-198.634	1270.18	0.282011	1071.82	0.174867
2.32279	1.56575e-06	2.27118	45.4153	62.1105	-198.631	1287.87	0.284511	1089.52	0.174868
2.29089	1.5778e-06	2.27119	45.4158	62.1109	-198.629	1305.8	0.287043	1107.46	0.174869
2.25943	1.58969e-06	2.27119	45.4162	62.1113	-198.627	1323.98	0.289606	1125.64	0.174871
2.22839	1.60142e-06	2.2712	45.4167	62.1117	-198.625	1342.42	0.292203	1144.09	0.174872
2.19779	1.61297e-06	2.27121	45.4172	62.1121	-198.623	1361.11	0.294831	1162.78	0.174873
2.1676	1.62438e-06	2.27121	45.4176	62.1125	-198.621	1380.07	0.297492	1181.74	0.174875
2.13783	1.63561e-06	2.27122	45.4181	62.1129	-198.619	1399.28	0.300185	1200.97	0.174876
2.10847	1.64669e-06	2.27123	45.4186	62.1134	-198.617	1418.77	0.302911	1220.45	0.174877
2.07952	1.6576e-06	2.27123	45.4191	62.1138	-198.615	1438.52	0.305667	1240.21	0.174879
2.05095	1.66836e-06	2.27124	45.4195	62.1142	-198.613	1458.56	0.308458	1260.25	0.17488
2.02279	1.67895e-06	2.27125	45.42	62.1146	-198.611	1478.86	0.31128	1280.56	0.174881
1.99501	1.68938e-06	2.27126	45.4205	62.115	-198.609	1499.45	0.314135	1301.16	0.174882
1.96761	1.69966e-06	2.27126	45.421	62.1154	-198.606	1520.33	0.317022	1322.05	0.174883
1.94058	1.70977e-06	2.27127	45.4215	62.1159	-198.604	1541.51	0.319943	1343.23	0.174885
1.91393	1.71973e-06	2.27128	45.422	62.1163	-198.602	1562.97	0.322896	1364.69	0.174886
1.88764	1.72953e-06	2.27129	45.4225	62.1167	-198.6	1584.74	0.325882	1386.47	0.174887
1.86172	1.73918e-06	2.27129	45.423	62.1172	-198.598	1606.8	0.3289	1408.54	0.174888
1.83615	1.74866e-06	2.2713	45.4235	62.1176	-198.595	1629.18	0.331951	1430.92	0.174889
1.81093	1.758e-06	2.27131	45.424	62.118	-198.593	1651.87	0.335035	1453.61	0.17489
1.78606	1.76717e-06	2.27132	45.4245	62.1185	-198.591	1674.87	0.338152	1476.62	0.174892
1.76153	1.7762e-06	2.27132	45.425	62.1189	-198.589	1698.19	0.341302	1499.94	0.174893
1.73734	1.78507e-06	2.27133	45.4255	62.1194	-198.586	1721.84	0.344485	1523.59	0.174894
1.71348	1.79379e-06	2.27134	45.4261	62.1198	-198.584	1745.81	0.347701	1547.57	0.174895
1.68994	1.80235e-06	2.27135	45.4266	62.1203	-198.582	1770.13	0.350951	1571.9	0.174896
1.66673	1.81077e-06	2.27136	45.4271	62.1208	-198.579	1794.78	0.354234	1596.55	0.174897
1.64384	1.81904e-06	2.27136	45.4276	62.1212	-198.577	1819.77	0.35755	1621.55	0.174898
1.62126	1.82715e-06	2.27137	45.4282	62.1217	-198.575	1845.11	0.360901	1646.9	0.174899
1.599	1.83511e-06	2.27138	45.4287	62.1222	-198.572	1870.8	0.364283	1672.59	0.1749
1.57704	1.84293e-06	2.27139	45.4293	62.1227	-198.57	1896.85	0.3677	1698.65	0.174901
1.55538	1.85061e-06	2.2714	45.4298	62.1231	-198.567	1923.26	0.371152	1725.07	0.174902
1.53402	1.85813e-06	2.27141	45.4304	62.1236	-198.565	1950.04	0.374636	1751.85	0.174903
1.51295	1.86552e-06	2.27141	45.4309	62.1241	-198.563	1977.2	0.378156	1779.01	0.174904
1.49217	1.87275e-06	2.27142	45.4315	62.1246	-198.56	2004.73	0.381709	1806.55	0.174905
1.47168	1.87984e-06	2.27143	45.432	62.1251	-198.558	2032.64	0.385296	1834.47	0.174906
1.45146	1.8868e-06	2.27144	45.4326	62.1256	-198.555	2060.96	0.388919	1862.79	0.174907
1.43153	1.89361e-06	2.27145	45.4332	62.1261	-198.552	2089.65	0.392575	1891.49	0.174908
1.41187	1.90027e-06	2.27146	45.4338	62.1266	-198.55	2118.75	0.396266	1920.59	0.174909
1.39248	1.9068e-06	2.27147	45.4344	62.1271	-198.547	2148.25	0.399992	1950.1	0.17491
1.37335	1.91319e-06	2.27148	45.435	62.1277	-198.545	2178.17	0.403754	1980.03	0.174911
1.35449	1.91944e-06	2.27149	45.4355	62.1282	-198.542	2208.5	0.40755	2010.37	0.174911
1.33589	1.92556e-06	2.2715	45.4361	62.1287	-198.539	2239.25	0.411381	2041.12	0.174912
1.31754	1.93154e-06	2.27151	45.4368	62.1293	-198.537	2270.44	0.415249	2072.31	0.174913
1.29944	1.93738e-06	2.27152	45.4374	62.1298	-198.534	2302.06	0.419154	2103.94	0.174914
1.2816	1.94309e-06	2.27152	45.438	62.1303	-198.531	2334.1	0.42309	2136	0.174915
1.264	1.94866e-06	2.27153	45.4386	62.1309	-198.528	2366.6	0.427065	2168.5	0.174916
1.24664	1.9541e-06	2.27154	45.4392	62.1314	-198.525	2399.56	0.431076	2201.46	0.174916
1.22952	1.95941e-06	2.27155	45.4399	62.132	-198.523	2432.97	0.435123	2234.88	0.174917
1.21263	1.96459e-06	2.27156	45.4405	62.1326	-198.52	2466.86	0.439208	2268.77	0.174918
1.19597	1.96964e-06	2.27157	45.4411	62.1331	-198.517	2501.22	0.443331	2303.14	0.174919
1.17955	1.97456e-06	2.27158	45.4418	62.1337	-198.514	2536.04	0.447487	2337.97	0.17492
1.16335	1.97935e-06	2.2716	45.4424	62.1343	-198.511	2571.35	0.451683	2373.29	0.17492
1.14737	1.98401e-06	2.27161	45.4431	62.1349	-198.508	2607.16	0.455917	2409.11	0.174921
1.13161	1.98855e-06	2.27162	45.4437	62.1354	-198.505	2643.47	0.460188	2445.43	0.174922
1.11607	1.99296e-06	2.27163	45.4444	62.136	-198.502	2680.28	0.464496	2482.24	0.174923
1.10074	1.99724e-06	2.27164	45.4451	62.1366	-198.499	2717.6	0.468844	2519.57	0.174923
1.08562	2.00141e-06	2.27165	45.4458	62.1372	-198.496	2755.45	0.473231	2557.43	0.174924
1.07071	2.00545e-06	2.27166	45.4464	62.1378	-198.493	2793.82	0.477656	2595.81	0.174925
1.05601	2.00937e-06	2.27167	45.4471	62.1385	-198.49	2832.71	0.482118	2634.7	0.174926
1.04151	2.01316e-06	2.27168	45.4478	62.1391	-198.486	2872.15	0.48662	2674.15	0.174926
1.0272	2.01684e-06	2.27169	45.4485	62.1397	-198.483	2912.16	0.491166	2714.17	0.174927
1.01309	2.0204e-06	2.2717	45.4492	62.1403	-198.48	2952.72	0.49575	2754.73	0.174928
0.99918	2.02384e-06	2.27172	45.45	62.141	-198.477	2993.82	0.500373	2795.85	0.174928
0.98546	2.02716e-06	2.27173	45.4507	62.1416	-198.473	3035.5	0.505036	2837.53	0.174929
0.97192	2.03036e-06	2.27174	45.4514	62.1423	-198.47	3077.79	0.509744	2879.83	0.17493
0.95857	2.03345e-06	2.27175	45.4521	62.1429	-198.467	3120.65	0.514492	2922.7	0.17493
0.94541	2.03642e-06	2.27176	45.4529	62.1436	-198.463	3164.09	0.519279	2966.15	0.174931
0.93242	2.03928e-06	2.27177	45.4536	62.1442	-198.46	3208.17	0.524113	3010.24	0.174932
0.91962	2.04202e-06	2.27179	45.4543	62.1449	-198.457	3252.82	0.528985	3054.9	0.174932
0.90699	2.04465e-06	2.2718	45.4551	62.1456	-198.453	3298.12	0.533901	3100.2	0.174933
0.89453	2.04717e-06	2.27181	45.4559	62.1462	-198.45	3344.06	0.538863	3146.15	0.174934
0.88225	2.04958e-06	2.27182	45.4566	62.1469	-198.446	3390.6	0.543865	3192.7	0.174934
0.87013	2.05188e-06	2.27184	45.4574	62.1476	-198.442	3437.83	0.548915	3239.94	0.174935
0.85818	2.05407e-06	2.27185	45.4582	62.1483	-198.439	3485.7	0.554008	3287.81	0.174935
0.84639	2.05615e-06	2.27186	45.459	62.149	-198.435	3534.25	0.559147	3336.38	0.174936
0.83477	2.05813e-06	2.27187	45.4597	62.1497	-198.431	3583.45	0.564329	3385.58	0.174937
0.8233	2.05999e-06	2.27189	45.4605	62.1504	-198.428	3633.37	0.569561	3435.51	0.174937
0.812	2.06175e-06	2.2719	45.4613	62.1511	-198.424	3683.93	0.574833	3486.08	0.174938
0.80084	2.06341e-06	2.27191	45.4621	62.1519	-198.42	3735.27	0.58016	3537.43	0.174938
0.78984	2.06496e-06	2.27193	45.463	62.1526	-198.416	3787.29	0.585531	3589.46	0.174939
0.779	2.06641e-06	2.27194	45.4638	62.1533	-198.413	3839.99	0.590947	3642.17	0.174939
0.7683	2.06775e-06	2.27195	45.4646	62.154	-198.409	3893.47	0.596414	3695.65	0.17494
0.75775	2.06899e-06	2.27197	45.4654	62.1548	-198.405	3947.67	0.601927	3749.87	0.174941
0.74734	2.07013e-06	2.27198	45.4663	62.1555	-198.401	4002.66	0.607494	3804.87	0.174941
0.73707	2.07116e-06	2.27199	45.4671	62.1563	-198.397	4058.43	0.613113	3860.65	0.174942
0.72695	2.0721e-06	2.27201	45.4679	62.157	-198.393	4114.93	0.618778	3917.15	0.174942
0.71697	2.07294e-06	2.27202	45.4688	62.1578	-198.389	4172.21	0.624493	3974.44	0.174943
0.70712	2.07368e-06	2.27203	45.4697	62.1586	-198.385	4230.32	0.630261	4032.57	0.174943
0.69741	2.07433e-06	2.27205	45.4705	62.1594	-198.381	4289.22	0.636082	4091.47	0.174944
0.68783	2.07486e-06	2.27206	45.4714	62.1601	-198.377	4348.96	0.641955	4151.22	0.174944
0.67838	2.07532e-06	2.27208	45.4723	62.1609	-198.372	4409.54	0.647885	4211.81	0.174945
0.66907	2.07566e-06	2.27209	45.4732	62.1617	-198.368	4470.9	0.65386	4273.18	0.174945
0.65988	2.07592e-06	2.27211	45.4741	62.1625	-198.364	4533.16	0.659895	4335.46	0.174946
0.65082	2.07608e-06	2.27212	45.4749	62.1633	-198.36	4596.26	0.665984	4398.57	0.174946
0.64188	2.07614e-06	2.27214	45.4758	62.1641	-198.355	4660.28	0.67213	4462.6	0.174947
0.63306	2.07612e-06	2.27215	45.4767	62.1649	-198.351	4725.21	0.678335	4527.53	0.174947
0.62437	2.07599e-06	2.27217	45.4777	62.1658	-198.347	4790.97	0.684591	4593.31	0.174948
0.61579	2.07579e-06	2.27218	45.4786	62.1666	-198.342	4857.72	0.690913	4660.07	0.174948
0.60733	2.07548e-06	2.2722	45.4795	62.1674	-198.338	4925.39	0.697289	4727.75	0.174949
0.59899	2.07509e-06	2.27221	45.4804	62.1682	-198.333	4993.97	0.703723	4796.34	0.174949
0.59077	2.0746e-06	2.27223	45.4814	62.1691	-198.329	5063.45	0.710208	4865.83	0.174949
0.58265	2.07402e-06	2.27224	45.4823	62.1699	-198.324	5134.02	0.716767	4936.41	0.17495
0.57465	2.07335e-06	2.27226	45.4833	62.1708	-198.32	5205.49	0.723379	5007.89	0.17495
0.56676	2.0726e-06	2.27227	45.4842	62.1716	-198.315	5277.95	0.730052	5080.37	0.174951
0.55897	2.07176e-06	2.27229	45.4852	62.1725	-198.311	5351.51	0.736795	5153.93	0.174951
0.5513	2.07083e-06	2.2723	45.4861	62.1734	-198.306	5425.96	0.743588	5228.4	0.174952
0.54373	2.06981e-06	2.27232	45.4871	62.1742	-198.301	5501.5	0.75045	5303.95	0.174952
0.53626	2.06871e-06	2.27234	45.4881	62.1751	-198.296	5578.13	0.757379	5380.6	0.174952
0.52889	2.06752e-06	2.27235	45.489	62.176	-198.292	5655.86	0.764375	5458.34	0.174953
0.52163	2.06623e-06	2.27237	45.49	62.1769	-198.287	5734.58	0.771427	5537.06	0.174953
0.51446	2.06488e-06	2.27238	45.491	62.1778	-198.282	5814.5	0.778558	5617	0.174954
0.5074	2.06343e-06	2.2724	45.492	62.1787	-198.277	5895.4	0.785742	5697.91	0.174954
0.50043	2.0619e-06	2.27242	45.493	62.1796	-198.272	5977.51	0.792997	5780.03	0.174954
0.49356	2.06028e-06	2.27243	45.494	62.1805	-198.267	6060.71	0.80032	5863.25	0.174955
0.48678	2.05859e-06	2.27245	45.495	62.1814	-198.262	6145.13	0.807716	5947.67	0.174955
0.48009	2.0568e-06	2.27247	45.4961	62.1823	-198.257	6230.76	0.815183	6033.32	0.174956
0.4735	2.05494e-06	2.27248	45.4971	62.1832	-198.252	6317.48	0.822711	6120.05	0.174956
0.467	2.05299e-06	2.2725	45.4981	62.1842	-198.247	6405.4	0.83031	6207.99	0.174956
0.46058	2.05097e-06	2.27252	45.4992	62.1851	-198.242	6494.69	0.837992	6297.28	0.174957
0.45426	2.04886e-06	2.27254	45.5002	62.186	-198.237	6585.05	0.845731	6387.65	0.174957
0.44802	2.04667e-06	2.27255	45.5013	62.187	-198.232	6676.76	0.853551	6479.38	0.174957
0.44186	2.04439e-06	2.27257	45.5023	62.1879	-198.226	6769.84	0.86145	6572.48	0.174958
0.4358	2.04204e-06	2.27259	45.5034	62.1889	-198.221	6863.98	0.869402	6666.63	0.174958
0.42981	2.03961e-06	2.2726	45.5044	62.1898	-198.216	6959.63	0.87745	6762.3	0.174958
0.42391	2.0371e-06	2.27262	45.5055	62.1908	-198.211	7056.5	0.885558	6859.17	0.174959
0.41809	2.03451e-06	2.27264	45.5066	62.1918	-198.205	7154.73	0.893744	6957.42	0.174959
0.41234	2.03184e-06	2.27266	45.5077	62.1928	-198.2	7254.5	0.902021	7057.2	0.174959
0.40668	2.02909e-06	2.27268	45.5088	62.1938	-198.194	7355.46	0.910357	7158.18	0.17496
0.4011	2.02627e-06	2.2727	45.5099	62.1947	-198.189	7457.79	0.918768	7260.52	0.17496
0.39559	2.02336e-06	2.27271	45.511	62.1958	-198.183	7561.66	0.927268	7364.41	0.17496
0.39015	2.02038e-06	2.27273	45.5121	62.1968	-198.178	7667.09	0.935855	7469.85	0.174961
0.38479	2.01732e-06	2.27275	45.5132	62.1978	-198.172	7773.89	0.94451	7576.67	0.174961
0.37951	2.01419e-06	2.27277	45.5144	62.1988	-198.167	7882.05	0.953232	7684.83	0.174961
0.3743	2.01098e-06	2.27279	45.5155	62.1998	-198.161	7991.76	0.962047	7794.56	0.174962
0.36916	2.0077e-06	2.27281	45.5166	62.2008	-198.155	8103.03	0.970941	7905.85	0.174962
0.36409	2.00433e-06	2.27283	45.5178	62.2019	-198.149	8215.87	0.979908	8018.7	0.174962
0.35909	2.00089e-06	2.27285	45.519	62.2029	-198.144	8330.26	0.988964	8133.11	0.174963
0.35415	1.99737e-06	2.27286	45.5201	62.2039	-198.138	8446.46	0.99812	8249.32	0.174963
0.34929	1.99378e-06	2.27288	45.5213	62.205	-198.132	8563.98	1.00733	8366.86	0.174963
0.34449	1.99012e-06	2.2729	45.5225	62.2061	-198.126	8683.31	1.01664	8486.2	0.174963
0.33976	1.98638e-06	2.27292	45.5236	62.2071	-198.12	8804.19	1.02602	8607.1	0.174964
0.3351	1.98257e-06	2.27294	45.5248	62.2082	-198.114	8926.63	1.03547	8729.55	0.174964
0.33049	1.97867e-06	2.27296	45.526	62.2093	-198.108	9051.14	1.04504	8854.08	0.174964
0.32595	1.97471e-06	2.27298	45.5272	62.2104	-198.102	9177.21	1.05468	8980.16	0.174965
0.32148	1.97068e-06	2.273	45.5284	62.2114	-198.096	9304.81	1.06438	9107.78	0.174965
0.31706	1.96657e-06	2.27302	45.5296	62.2126	-198.089	9434.53	1.0742	9237.51	0.174965
0.31271	1.96239e-06	2.27304	45.5309	62.2137	-198.083	9565.76	1.08408	9368.77	0.174965
0.30841	1.95812e-06	2.27306	45.5321	62.2148	-198.077	9699.13	1.09406	9502.15	0.174966
0.30418	1.95379e-06	2.27308	45.5334	62.2159	-198.071	9834.01	1.10411	9637.04	0.174966
0.3	1.94939e-06	2.2731	45.5346	62.217	-198.064	9971.03	1.11426	9774.08	0.174966
